instruction,qubits,duration,error
rz,83,0.0,0.0
rz,84,0.0,0.0
rz,85,0.0,0.0
rz,86,0.0,0.0
rz,87,0.0,0.0
rz,88,0.0,0.0
rz,89,0.0,0.0
rz,90,0.0,0.0
rz,91,0.0,0.0
rz,92,0.0,0.0
rz,93,0.0,0.0
rz,94,0.0,0.0
rz,95,0.0,0.0
rz,96,0.0,0.0
rz,97,0.0,0.0
rz,98,0.0,0.0
rz,99,0.0,0.0
rz,100,0.0,0.0
rz,101,0.0,0.0
rz,102,0.0,0.0
rz,103,0.0,0.0
rz,104,0.0,0.0
rz,105,0.0,0.0
rz,106,0.0,0.0
rz,107,0.0,0.0
rz,108,0.0,0.0
rz,109,0.0,0.0
rz,110,0.0,0.0
rz,111,0.0,0.0
rz,112,0.0,0.0
rz,113,0.0,0.0
rz,114,0.0,0.0
rz,115,0.0,0.0
rz,116,0.0,0.0
rz,117,0.0,0.0
rz,118,0.0,0.0
rz,119,0.0,0.0
rz,120,0.0,0.0
rz,121,0.0,0.0
rz,122,0.0,0.0
rz,123,0.0,0.0
rz,124,0.0,0.0
rz,125,0.0,0.0
rz,126,0.0,0.0
rz,127,0.0,0.0
rz,128,0.0,0.0
rz,129,0.0,0.0
rz,130,0.0,0.0
rz,131,0.0,0.0
rz,132,0.0,0.0
rz,133,0.0,0.0
rz,134,0.0,0.0
rz,135,0.0,0.0
rz,136,0.0,0.0
rz,137,0.0,0.0
rz,138,0.0,0.0
rz,139,0.0,0.0
rz,140,0.0,0.0
rz,141,0.0,0.0
rz,142,0.0,0.0
rz,143,0.0,0.0
rz,144,0.0,0.0
rz,145,0.0,0.0
rz,146,0.0,0.0
rz,147,0.0,0.0
rz,148,0.0,0.0
rz,149,0.0,0.0
rz,150,0.0,0.0
rz,151,0.0,0.0
rz,152,0.0,0.0
rz,153,0.0,0.0
rz,154,0.0,0.0
rz,155,0.0,0.0
rzz,0;1,1.32e-07,0.0013227861306995548
rzz,1;0,1.32e-07,0.0013227861306995548
rzz,1;2,1.72e-07,0.14751819889137888
rzz,2;1,1.72e-07,0.14751819889137888
rzz,2;3,1.72e-07,0.002948864087770564
rzz,3;2,1.72e-07,0.002948864087770564
rzz,3;4,1.32e-07,0.0027031178752740803
rzz,3;16,6.8e-08,0.0010197301548968418
rzz,4;3,1.32e-07,0.0027031178752740803
rzz,4;5,1.32e-07,0.004268524769012877
rzz,5;4,1.32e-07,0.004268524769012877
rzz,5;6,6.8e-08,0.0006547780802736158
rzz,6;5,6.8e-08,0.0006547780802736158
rzz,6;7,6.8e-08,0.0009852957642144111
rzz,7;6,6.8e-08,0.0009852957642144111
rzz,7;8,2.72e-07,0.007976521030420985
rzz,7;17,6.8e-08,0.0014052737088928458
rzz,8;7,2.72e-07,0.007976521030420985
rzz,8;9,6.8e-08,0.0012118434293695024
rzz,9;8,6.8e-08,0.0012118434293695024
rzz,9;10,1.32e-07,0.002681426690709393
rzz,10;9,1.32e-07,0.002681426690709393
rzz,10;11,1.32e-07,0.0015815973494364144
rzz,11;10,1.32e-07,0.0015815973494364144
rzz,11;12,6.8e-08,0.0012308521375171966
rzz,11;18,6.8e-08,0.012571129093390615
rzz,12;11,6.8e-08,0.0012308521375171966
rzz,12;13,6.8e-08,0.000889990105250732
rzz,13;12,6.8e-08,0.000889990105250732
rzz,13;14,6.8e-08,0.0010293319832028747
rzz,14;13,6.8e-08,0.0010293319832028747
rzz,14;15,6.8e-08,0.000814288605000768
rzz,15;14,6.8e-08,0.000814288605000768
rzz,15;19,6.8e-08,0.0010243158259352347
rzz,16;3,6.8e-08,0.0010197301548968418
rzz,16;23,6.8e-08,0.002466240955105836
rzz,17;7,6.8e-08,0.0014052737088928458
rzz,17;27,6.8e-08,0.0012281828940557682
rzz,18;11,6.8e-08,0.012571129093390615
rzz,18;31,6.8e-08,0.0021325536847218995
rzz,19;15,6.8e-08,0.0010243158259352347
rzz,19;35,6.8e-08,0.0007480954831950715
rzz,20;21,6.8e-08,0.0013846501417774382
rzz,21;20,6.8e-08,0.0013846501417774382
rzz,21;22,9.6e-08,0.0011756881761655902
rzz,21;36,6.8e-08,0.0007332872600763485
rzz,22;21,9.6e-08,0.0011756881761655902
rzz,22;23,6.8e-08,0.006494374293308958
rzz,23;16,6.8e-08,0.002466240955105836
rzz,23;22,6.8e-08,0.006494374293308958
rzz,23;24,6.8e-08,0.002201935627142243
rzz,24;23,6.8e-08,0.002201935627142243
rzz,24;25,6.8e-08,0.0009914044815212408
rzz,25;24,6.8e-08,0.0009914044815212408
rzz,25;26,6.8e-08,0.0011237908374148176
rzz,25;37,6.8e-08,0.0026477218576126393
rzz,26;25,6.8e-08,0.0011237908374148176
rzz,26;27,6.8e-08,0.0012954876252060377
rzz,27;17,6.8e-08,0.0012281828940557682
rzz,27;26,6.8e-08,0.0012954876252060377
rzz,27;28,6.8e-08,0.001124589367176132
rzz,28;27,6.8e-08,0.001124589367176132
rzz,28;29,6.8e-08,0.0032036041410960503
rzz,29;28,6.8e-08,0.0032036041410960503
rzz,29;30,6.8e-08,0.0011330985108477243
rzz,29;38,6.8e-08,0.0014694190714532873
rzz,30;29,6.8e-08,0.0011330985108477243
rzz,30;31,6.8e-08,0.0014438165298455152
rzz,31;18,6.8e-08,0.0021325536847218995
rzz,31;30,6.8e-08,0.0014438165298455152
rzz,31;32,8e-08,0.0025414827539154694
rzz,32;31,8e-08,0.0025414827539154694
rzz,32;33,6.8e-08,0.0020547775707467075
rzz,33;32,6.8e-08,0.0020547775707467075
rzz,33;34,6.8e-08,0.0010260335061276493
rzz,33;39,6.8e-08,0.001557374555358454
rzz,34;33,6.8e-08,0.0010260335061276493
rzz,34;35,6.8e-08,0.003382452104276207
rzz,35;19,6.8e-08,0.0007480954831950715
rzz,35;34,6.8e-08,0.003382452104276207
rzz,36;21,6.8e-08,0.0007332872600763485
rzz,36;41,6.8e-08,0.0008581546024209741
rzz,37;25,6.8e-08,0.0026477218576126393
rzz,37;45,6.8e-08,0.002762298768892585
rzz,38;29,6.8e-08,0.0014694190714532873
rzz,38;49,6.8e-08,0.0018265150985141976
rzz,39;33,6.8e-08,0.001557374555358454
rzz,39;53,6.8e-08,0.001335807046279558
rzz,40;41,6.8e-08,0.0006876683433371111
rzz,41;36,6.8e-08,0.0008581546024209741
rzz,41;40,6.8e-08,0.0006876683433371111
rzz,41;42,1.32e-07,0.14005740442675071
rzz,42;41,1.32e-07,0.14005740442675071
rzz,42;43,1.32e-07,1.0
rzz,43;42,1.32e-07,1.0
rzz,43;44,6.8e-08,0.0010894964206614177
rzz,43;56,6.8e-08,0.0013434773822555979
rzz,44;43,6.8e-08,0.0010894964206614177
rzz,44;45,6.8e-08,0.0010872644814324817
rzz,45;37,6.8e-08,0.002762298768892585
rzz,45;44,6.8e-08,0.0010872644814324817
rzz,45;46,6.8e-08,0.0031681076710221856
rzz,46;45,6.8e-08,0.0031681076710221856
rzz,46;47,1.32e-07,0.01926797420763357
rzz,47;46,1.32e-07,0.01926797420763357
rzz,47;48,1.32e-07,0.010687620298822975
rzz,47;57,6.8e-08,0.0015847807097829902
rzz,48;47,1.32e-07,0.010687620298822975
rzz,48;49,6.8e-08,0.000792100221732206
rzz,49;38,6.8e-08,0.0018265150985141976
rzz,49;48,6.8e-08,0.000792100221732206
rzz,49;50,6.8e-08,0.011216423775338241
rzz,50;49,6.8e-08,0.011216423775338241
rzz,50;51,6.8e-08,0.0021546195161402937
rzz,51;50,6.8e-08,0.0021546195161402937
rzz,51;52,1.32e-07,0.0023860144437501396
rzz,51;58,6.8e-08,0.003833196121062754
rzz,52;51,1.32e-07,0.0023860144437501396
rzz,52;53,1.32e-07,0.002648043010211071
rzz,53;39,6.8e-08,0.001335807046279558
rzz,53;52,1.32e-07,0.002648043010211071
rzz,53;54,6.8e-08,0.0008908814938514142
rzz,54;53,6.8e-08,0.0008908814938514142
rzz,54;55,6.8e-08,0.0010844501195379497
rzz,55;54,6.8e-08,0.0010844501195379497
rzz,55;59,6.8e-08,0.002949955457777098
rzz,56;43,6.8e-08,0.0013434773822555979
rzz,56;63,6.8e-08,0.0016875989943738456
rzz,57;47,6.8e-08,0.0015847807097829902
rzz,57;67,6.8e-08,0.0018070718588861223
rzz,58;51,6.8e-08,0.003833196121062754
rzz,58;71,6.8e-08,0.0008793301030199652
rzz,59;55,6.8e-08,0.002949955457777098
rzz,59;75,6.8e-08,0.0011726687489844734
rzz,60;61,6.8e-08,0.0014494496646346444
rzz,61;60,6.8e-08,0.0014494496646346444
rzz,61;62,6.8e-08,0.11121420984586713
rzz,61;76,6.8e-08,0.0022570164323950925
rzz,62;61,6.8e-08,0.11121420984586713
rzz,62;63,6.8e-08,0.13967779121193602
rzz,63;56,6.8e-08,0.0016875989943738456
rzz,63;62,6.8e-08,0.13967779121193602
rzz,63;64,8e-08,0.0018394526634255004
rzz,64;63,8e-08,0.0018394526634255004
rzz,64;65,6.8e-08,0.001373229931499742
rzz,65;64,6.8e-08,0.001373229931499742
rzz,65;66,1e-07,0.0010529524644343202
rzz,65;77,6.8e-08,0.0013327574625956462
rzz,66;65,1e-07,0.0010529524644343202
rzz,66;67,6.8e-08,0.0010953837272032751
rzz,67;57,6.8e-08,0.0018070718588861223
rzz,67;66,6.8e-08,0.0010953837272032751
rzz,67;68,6.8e-08,0.0027432864652832123
rzz,68;67,6.8e-08,0.0027432864652832123
rzz,68;69,6.8e-08,0.0008845789849273311
rzz,69;68,6.8e-08,0.0008845789849273311
rzz,69;70,6.8e-08,0.0025264502154507817
rzz,69;78,6.8e-08,0.0012186907795095625
rzz,70;69,6.8e-08,0.0025264502154507817
rzz,70;71,6.8e-08,0.003426267642797687
rzz,71;58,6.8e-08,0.0008793301030199652
rzz,71;70,6.8e-08,0.003426267642797687
rzz,71;72,6.8e-08,0.0009989625703974159
rzz,72;71,6.8e-08,0.0009989625703974159
rzz,72;73,6.8e-08,0.0011483522507778898
rzz,73;72,6.8e-08,0.0011483522507778898
rzz,73;74,6.8e-08,0.0010150299776423566
rzz,73;79,6.8e-08,0.002804253355772446
rzz,74;73,6.8e-08,0.0010150299776423566
rzz,74;75,6.8e-08,0.0024610914558507446
rzz,75;59,6.8e-08,0.0011726687489844734
rzz,75;74,6.8e-08,0.0024610914558507446
rzz,76;61,6.8e-08,0.0022570164323950925
rzz,76;81,6.8e-08,0.001394327857902583
rzz,77;65,6.8e-08,0.0013327574625956462
rzz,77;85,6.8e-08,0.002160867985140008
rzz,78;69,6.8e-08,0.0012186907795095625
rzz,78;89,6.8e-08,0.0012930693558352857
rzz,79;73,6.8e-08,0.002804253355772446
rzz,79;93,6.8e-08,0.0013883027213722199
rzz,80;81,1.32e-07,0.004813272254581835
rzz,81;76,6.8e-08,0.001394327857902583
rzz,81;80,1.32e-07,0.004813272254581835
rzz,81;82,6.8e-08,0.0022693464468621083
rzz,82;81,6.8e-08,0.0022693464468621083
rzz,82;83,6.8e-08,0.001556407190337783
rzz,83;82,6.8e-08,0.001556407190337783
rzz,83;84,6.8e-08,0.0032943714193962026
rzz,83;96,6.8e-08,0.0016118395443767142
rzz,84;83,6.8e-08,0.0032943714193962026
rzz,84;85,6.8e-08,0.003647251024075121
rzz,85;77,6.8e-08,0.002160867985140008
rzz,85;84,6.8e-08,0.003647251024075121
rzz,85;86,6.8e-08,0.0038706887740081186
rzz,86;85,6.8e-08,0.0038706887740081186
rzz,86;87,6.8e-08,0.011684033467331961
rzz,87;86,6.8e-08,0.011684033467331961
rzz,87;88,6.8e-08,0.0009198812798134337
rzz,87;97,6.8e-08,0.0013044851015841519
rzz,88;87,6.8e-08,0.0009198812798134337
rzz,88;89,6.8e-08,0.0009058823775672797
rzz,89;78,6.8e-08,0.0012930693558352857
rzz,89;88,6.8e-08,0.0009058823775672797
rzz,89;90,6.8e-08,0.0008980762372523821
rzz,90;89,6.8e-08,0.0008980762372523821
rzz,90;91,1.32e-07,0.00416466160916712
rzz,91;90,1.32e-07,0.00416466160916712
rzz,91;92,1.08e-07,0.013001196491410516
rzz,91;98,2.72e-07,0.08412232847613826
rzz,92;91,1.08e-07,0.013001196491410516
rzz,92;93,6.8e-08,0.0013575431873873167
rzz,93;79,6.8e-08,0.0013883027213722199
rzz,93;92,6.8e-08,0.0013575431873873167
rzz,93;94,6.8e-08,0.002634958818946209
rzz,94;93,6.8e-08,0.002634958818946209
rzz,94;95,6.8e-08,0.0026851167487600136
rzz,95;94,6.8e-08,0.0026851167487600136
rzz,95;99,6.8e-08,0.0009943094851241618
rzz,96;83,6.8e-08,0.0016118395443767142
rzz,96;103,6.8e-08,0.0012314907003766196
rzz,97;87,6.8e-08,0.0013044851015841519
rzz,97;107,6.8e-08,0.0016623489276740844
rzz,98;91,2.72e-07,0.08412232847613826
rzz,98;111,6.8e-08,0.001764880231012761
rzz,99;95,6.8e-08,0.0009943094851241618
rzz,99;115,6.8e-08,0.016389284833213003
rzz,100;101,6.8e-08,0.0009911579815805316
rzz,101;100,6.8e-08,0.0009911579815805316
rzz,101;102,6.8e-08,0.0008755411673262714
rzz,101;116,6.8e-08,0.0014072282662762892
rzz,102;101,6.8e-08,0.0008755411673262714
rzz,102;103,6.8e-08,0.001615503363688986
rzz,103;96,6.8e-08,0.0012314907003766196
rzz,103;102,6.8e-08,0.001615503363688986
rzz,103;104,6.8e-08,0.0010014534831510602
rzz,104;103,6.8e-08,0.0010014534831510602
rzz,104;105,6.8e-08,0.0018683687261978055
rzz,105;104,6.8e-08,0.0018683687261978055
rzz,105;106,9.2e-08,0.004167591112939684
rzz,105;117,6.8e-08,0.00289575238999229
rzz,106;105,9.2e-08,0.004167591112939684
rzz,106;107,6.8e-08,0.0019933028505196293
rzz,107;97,6.8e-08,0.0016623489276740844
rzz,107;106,6.8e-08,0.0019933028505196293
rzz,107;108,6.8e-08,0.0009746087898815092
rzz,108;107,6.8e-08,0.0009746087898815092
rzz,108;109,6.8e-08,0.0010089133356987467
rzz,109;108,6.8e-08,0.0010089133356987467
rzz,109;110,6.8e-08,0.0015567717621812471
rzz,109;118,6.8e-08,0.0009555880599160238
rzz,110;109,6.8e-08,0.0015567717621812471
rzz,110;111,6.8e-08,0.0015754685918397404
rzz,111;98,6.8e-08,0.001764880231012761
rzz,111;110,6.8e-08,0.0015754685918397404
rzz,111;112,6.8e-08,0.0012304980018744693
rzz,112;111,6.8e-08,0.0012304980018744693
rzz,112;113,6.8e-08,0.0008745100559280905
rzz,113;112,6.8e-08,0.0008745100559280905
rzz,113;114,6.8e-08,0.001526728628460955
rzz,113;119,6.8e-08,0.0008586883013069757
rzz,114;113,6.8e-08,0.001526728628460955
rzz,114;115,6.8e-08,0.0316684405864143
rzz,115;99,6.8e-08,0.016389284833213003
rzz,115;114,6.8e-08,0.0316684405864143
rzz,116;101,6.8e-08,0.0014072282662762892
rzz,116;121,6.8e-08,0.0013118507534077006
rzz,117;105,6.8e-08,0.00289575238999229
rzz,117;125,6.8e-08,0.0008687958580360644
rzz,118;109,6.8e-08,0.0009555880599160238
rzz,118;129,6.8e-08,0.0033292940226097023
rzz,119;113,6.8e-08,0.0008586883013069757
rzz,119;133,6.8e-08,0.0016307743028894095
rzz,120;121,6.8e-08,0.0010425323275916887
rzz,121;116,6.8e-08,0.0013118507534077006
rzz,121;120,6.8e-08,0.0010425323275916887
rzz,121;122,1.32e-07,0.0022818199689434993
rzz,122;121,1.32e-07,0.0022818199689434993
rzz,122;123,1.32e-07,0.0013689866547580976
rzz,123;122,1.32e-07,0.0013689866547580976
rzz,123;124,1.32e-07,0.006512632170514315
rzz,123;136,6.8e-08,0.0010022530660581952
rzz,124;123,1.32e-07,0.006512632170514315
rzz,124;125,1.32e-07,0.004661550673883352
rzz,125;117,6.8e-08,0.0008687958580360644
rzz,125;124,1.32e-07,0.004661550673883352
rzz,125;126,6.8e-08,0.0013933203723638377
rzz,126;125,6.8e-08,0.0013933203723638377
rzz,126;127,1.32e-07,0.003830047896144162
rzz,127;126,1.32e-07,0.003830047896144162
rzz,127;128,1.32e-07,0.010487408268953002
rzz,127;137,6.8e-08,0.0008520829660767781
rzz,128;127,1.32e-07,0.010487408268953002
rzz,128;129,6.8e-08,0.0027536966850168765
rzz,129;118,6.8e-08,0.0033292940226097023
rzz,129;128,6.8e-08,0.0027536966850168765
rzz,129;130,6.8e-08,0.002612124162965551
rzz,130;129,6.8e-08,0.002612124162965551
rzz,130;131,6.8e-08,0.0018743630259761002
rzz,131;130,6.8e-08,0.0018743630259761002
rzz,131;132,6.8e-08,0.0017024756123564244
rzz,131;138,6.8e-08,0.0020840845321314916
rzz,132;131,6.8e-08,0.0017024756123564244
rzz,132;133,6.8e-08,0.0011939337590951005
rzz,133;119,6.8e-08,0.0016307743028894095
rzz,133;132,6.8e-08,0.0011939337590951005
rzz,133;134,6.8e-08,0.0014764564676163494
rzz,134;133,6.8e-08,0.0014764564676163494
rzz,134;135,6.8e-08,0.0015690264663282827
rzz,135;134,6.8e-08,0.0015690264663282827
rzz,135;139,6.8e-08,0.0011598396414716494
rzz,136;123,6.8e-08,0.0010022530660581952
rzz,136;143,6.8e-08,0.0050657883962558214
rzz,137;127,6.8e-08,0.0008520829660767781
rzz,137;147,6.8e-08,0.004736534468466169
rzz,138;131,6.8e-08,0.0020840845321314916
rzz,138;151,6.8e-08,0.0009593336122886154
rzz,139;135,6.8e-08,0.0011598396414716494
rzz,139;155,6.8e-08,0.0008278030679555737
rzz,140;141,1.32e-07,0.0037589046222304134
rzz,141;140,1.32e-07,0.0037589046222304134
rzz,141;142,1.92e-07,0.011336788235067174
rzz,142;141,1.92e-07,0.011336788235067174
rzz,142;143,6.8e-08,0.0057834264052178674
rzz,143;136,6.8e-08,0.0050657883962558214
rzz,143;142,6.8e-08,0.0057834264052178674
rzz,143;144,6.8e-08,0.005362561320480019
rzz,144;143,6.8e-08,0.005362561320480019
rzz,144;145,6.8e-08,0.0012547594198479284
rzz,145;144,6.8e-08,0.0012547594198479284
rzz,145;146,1.32e-07,1.0
rzz,146;145,1.32e-07,1.0
rzz,146;147,6.8e-08,0.0009453436829982564
rzz,147;137,6.8e-08,0.004736534468466169
rzz,147;146,6.8e-08,0.0009453436829982564
rzz,147;148,6.8e-08,0.0033186798325660627
rzz,148;147,6.8e-08,0.0033186798325660627
rzz,148;149,6.8e-08,0.0015363880514665806
rzz,149;148,6.8e-08,0.0015363880514665806
rzz,149;150,6.8e-08,0.0008632033204045708
rzz,150;149,6.8e-08,0.0008632033204045708
rzz,150;151,6.8e-08,0.0014423828809869699
rzz,151;138,6.8e-08,0.0009593336122886154
rzz,151;150,6.8e-08,0.0014423828809869699
rzz,151;152,6.8e-08,0.0010052391107528702
rzz,152;151,6.8e-08,0.0010052391107528702
rzz,152;153,6.8e-08,1.0
rzz,153;152,6.8e-08,1.0
rzz,153;154,6.8e-08,1.0
rzz,154;153,6.8e-08,1.0
rzz,154;155,6.8e-08,0.0014330710687475157
rzz,155;139,6.8e-08,0.0008278030679555737
rzz,155;154,6.8e-08,0.0014330710687475157
sx,0,3.2e-08,9.507913265480407e-05
sx,1,3.2e-08,0.00020294838427007878
sx,2,3.2e-08,0.00015687044995860153
sx,3,3.2e-08,0.0002544410829725376
sx,4,3.2e-08,0.00016509832598280149
sx,5,3.2e-08,9.52606940999758e-05
sx,6,3.2e-08,0.00011023668513214265
sx,7,3.2e-08,0.00019547084150020838
sx,8,3.2e-08,9.368274450347446e-05
sx,9,3.2e-08,0.00012140762101135283
sx,10,3.2e-08,0.00012850898249297475
sx,11,3.2e-08,0.00012962332563067758
sx,12,3.2e-08,0.0001413176333937481
sx,13,3.2e-08,0.0001261214236658562
sx,14,3.2e-08,0.00016224523138025457
sx,15,3.2e-08,0.00019396253466532517
sx,16,3.2e-08,0.00012234597667075238
sx,17,3.2e-08,0.00011422437135434228
sx,18,3.2e-08,0.00018873565367524898
sx,19,3.2e-08,0.00010429215987264969
sx,20,3.2e-08,0.00021650769155872853
sx,21,3.2e-08,0.0001072828221255786
sx,22,3.2e-08,0.0001528970320915517
sx,23,3.2e-08,0.0004569887358530038
sx,24,3.2e-08,0.00010400063853735993
sx,25,3.2e-08,0.00013460220765893128
sx,26,3.2e-08,0.00027257542648776595
sx,27,3.2e-08,0.00018692664552401805
sx,28,3.2e-08,9.693906924391193e-05
sx,29,3.2e-08,7.324709469552848e-05
sx,30,3.2e-08,0.00011504736890380915
sx,31,3.2e-08,0.00016468563337901997
sx,32,3.2e-08,0.000269742623363281
sx,33,3.2e-08,0.00012499458222226326
sx,34,3.2e-08,0.0001245758705951733
sx,35,3.2e-08,0.00013596886472884464
sx,36,3.2e-08,0.00019051889244702295
sx,37,3.2e-08,0.00018356920097418525
sx,38,3.2e-08,0.00025902690946985537
sx,39,3.2e-08,0.0001318320884597663
sx,40,3.2e-08,0.0001281544941044438
sx,41,3.2e-08,0.00016927757532869697
sx,42,3.2e-08,0.00023433073160507737
sx,43,3.2e-08,0.00017533811426281615
sx,44,3.2e-08,0.00020897258306009386
sx,45,3.2e-08,0.0001946469701795882
sx,46,3.2e-08,0.004164339290557219
sx,47,3.2e-08,7.598243649897602e-05
sx,48,3.2e-08,0.00011016265389284198
sx,49,3.2e-08,0.00010813952382550713
sx,50,3.2e-08,0.00019512787720948673
sx,51,3.2e-08,0.0001724977838607301
sx,52,3.2e-08,0.00032665698340887396
sx,53,3.2e-08,0.0005229245437860457
sx,54,3.2e-08,0.0002715541009884897
sx,55,3.2e-08,0.0001644798081317479
sx,56,3.2e-08,0.00014075155090851973
sx,57,3.2e-08,0.004253191966433971
sx,58,3.2e-08,0.00013266737077335085
sx,59,3.2e-08,0.0003608783356055081
sx,60,3.2e-08,0.00026654229965237375
sx,61,3.2e-08,0.00010615486465478066
sx,62,3.2e-08,0.019261327248711473
sx,63,3.2e-08,0.0005551009301256889
sx,64,3.2e-08,0.00019223693768630838
sx,65,3.2e-08,0.00015613244634407245
sx,66,3.2e-08,9.199013252743222e-05
sx,67,3.2e-08,0.00017841635263901636
sx,68,3.2e-08,0.00013825938561708333
sx,69,3.2e-08,0.00011899926487696885
sx,70,3.2e-08,0.0001728547354255179
sx,71,3.2e-08,0.00011861396902166515
sx,72,3.2e-08,0.00010352805183333094
sx,73,3.2e-08,7.801915495099202e-05
sx,74,3.2e-08,0.00023105185347839562
sx,75,3.2e-08,0.0001166785110504155
sx,76,3.2e-08,0.00024007152537391471
sx,77,3.2e-08,0.0001335319066721975
sx,78,3.2e-08,0.0001580740999956268
sx,79,3.2e-08,0.00015356316996149923
sx,80,3.2e-08,0.0001096805229587326
sx,81,3.2e-08,0.0001739849653391801
sx,82,3.2e-08,0.00048432935577460973
sx,83,3.2e-08,0.00037251970047956484
sx,84,3.2e-08,0.00027905281514982
sx,85,3.2e-08,0.00018053995507805125
sx,86,3.2e-08,0.00029143455225638963
sx,87,3.2e-08,0.0003254594731630363
sx,88,3.2e-08,0.00033731426929576756
sx,89,3.2e-08,0.0001635736396290732
sx,90,3.2e-08,0.00012131630436021999
sx,91,3.2e-08,0.0001261145045804531
sx,92,3.2e-08,0.00028344074232950736
sx,93,3.2e-08,0.0005777468838222394
sx,94,3.2e-08,0.00016042283392562426
sx,95,3.2e-08,0.0001694633571913127
sx,96,3.2e-08,0.0004888143789546983
sx,97,3.2e-08,0.00029883714897820183
sx,98,3.2e-08,0.00023071337762413125
sx,99,3.2e-08,8.608205157307348e-05
sx,100,3.2e-08,0.00018228192875855548
sx,101,3.2e-08,0.0002285138423394441
sx,102,3.2e-08,0.00016483521289006062
sx,103,3.2e-08,0.00012075279659660132
sx,104,3.2e-08,0.0001631994073325949
sx,105,3.2e-08,0.0002232033621489414
sx,106,3.2e-08,0.00018257395727350718
sx,107,3.2e-08,0.0001868432246661795
sx,108,3.2e-08,0.0001107607702712465
sx,109,3.2e-08,0.00019446130848193148
sx,110,3.2e-08,0.0002662489243959791
sx,111,3.2e-08,0.00010880442120877536
sx,112,3.2e-08,0.0001588341911267923
sx,113,3.2e-08,0.00013065547868035496
sx,114,3.2e-08,0.0001930134613860959
sx,115,3.2e-08,0.0001961115386743617
sx,116,3.2e-08,0.0003180571297144404
sx,117,3.2e-08,0.0002979925439063977
sx,118,3.2e-08,0.0003265106869909735
sx,119,3.2e-08,0.00018622423309863016
sx,120,3.2e-08,0.0001914218121735107
sx,121,3.2e-08,0.00026510702793641733
sx,122,3.2e-08,0.00016680377547781606
sx,123,3.2e-08,0.00015801817181718
sx,124,3.2e-08,0.00025712394138551674
sx,125,3.2e-08,0.0003431470412209032
sx,126,3.2e-08,0.0001895953583488021
sx,127,3.2e-08,0.00011111249777240633
sx,128,3.2e-08,0.00035189597406242405
sx,129,3.2e-08,0.00036367023692877566
sx,130,3.2e-08,0.00013977356489374129
sx,131,3.2e-08,0.00033609729228113695
sx,132,3.2e-08,0.00015014261192823774
sx,133,3.2e-08,0.00018290238679039204
sx,134,3.2e-08,0.00019713800140684217
sx,135,3.2e-08,0.00040972536508658976
sx,136,3.2e-08,0.00011410762828851538
sx,137,3.2e-08,0.00015100132784229175
sx,138,3.2e-08,0.0001565410105080037
sx,139,3.2e-08,0.00015368173397300997
sx,140,3.2e-08,0.00015642271776092313
sx,141,3.2e-08,0.00028223042686505574
sx,142,3.2e-08,0.00023217759690897914
sx,143,3.2e-08,0.000977479406728225
sx,144,3.2e-08,0.00035497038236283516
sx,145,3.2e-08,0.00018321316558846435
sx,146,3.2e-08,0.0001224929704893818
sx,147,3.2e-08,0.00015526703511191585
sx,148,3.2e-08,0.00016480439774120215
sx,149,3.2e-08,0.00015996407151957638
